word,sense_id,sentence_id,sentence
charge,1,12,A separate charge was filed after new evidence emerged during the trial.
charge,1,13,The claim led to a formal charge that was argued at trial.
charge,1,14,Evidence gathered during the investigation supported every charge in the case.
charge,1,15,The judge considered the charge carefully before rendering a verdict at trial.
charge,1,16,"The charge was the most serious in the case, with evidence strongly contested."
charge,1,17,The trial focused on whether the charge could be proven with available evidence.
charge,1,18,A reduced charge was offered by the prosecution during the trial proceedings.
charge,1,19,The judge explained the charge to the jury before they reviewed the evidence.
charge,1,20,The case hinged on a single charge supported by physical evidence.
charge,1,21,The claim was upgraded to a criminal charge once evidence was presented.
charge,1,22,The trial lasted weeks as the charge and evidence were debated.
charge,1,23,The judge allowed the charge to stand after examining the case evidence.
charge,1,24,New evidence led to a charge being added to the ongoing trial.
check,0,0,She wrote a check and deposited it into her bank account.
check,0,1,The check required a signature before the teller could process it.
check,0,2,He took the check to the bank teller for deposit into his account.
check,0,3,The teller verified the check signature before accepting the deposit.
check,0,4,She signed the check and handed it to the bank teller.
check,0,5,The check was made out for the full account balance at the bank.
check,0,6,He endorsed the check with his signature for the deposit.
check,0,7,The bank teller processed the check and credited the account.
check,0,8,A check deposit at the bank requires a valid signature.
check,0,9,She presented the check to the teller and confirmed her account number.
check,0,10,The check bounced because there were insufficient funds in the account.
check,0,11,He wrote a check to the bank and included his signature on the back.
check,0,12,The teller asked for identification before processing the check deposit.
check,0,13,She deposited the check into her account at the bank branch.
check,0,14,The check needed a second signature before the bank would accept it.
check,0,15,He handed the check to the teller for deposit into his savings account.
check,0,16,The bank held the check for three days before releasing the deposit.
check,0,17,She signed the check and noted the account number on the memo line.
check,0,18,The teller confirmed the check deposit and printed a receipt.
check,0,19,A personal check from the bank required his signature on the front.
check,0,20,He deposited the check into the account using the bank's mobile app.
check,0,21,The check was returned because the signature didn't match the account.
check,0,22,She asked the teller how long the check deposit would take.
check,0,23,The bank processed the check after verifying the signature and account.
check,0,24,He cashed the check at the bank teller window instead of making a deposit.
check,1,0,She performed a check to verify the details on the form.
check,1,1,The inspector ran a check on the form and flagged missing details.
check,1,2,He conducted a thorough check to review every item on the form.
check,1,3,A routine check revealed errors in the form details that needed correction.
check,1,4,She did a final check to verify the form before submission.
check,1,5,The check involved a full review of all the details on the form.
check,1,6,He used the check to inspect the form for accuracy and completeness.
check,1,7,A quality check confirmed that the details on the form were correct.
check,1,8,She asked for a check of the form to verify the details were up to date.
check,1,9,The compliance team ran a check to review the form's details.
check,1,10,He made a check to inspect the form and verify every entry.
check,1,11,"A background check was completed, and the details were added to the form."
check,1,12,She scheduled a check to review the form before the deadline.
check,1,13,The check revealed that the form was missing critical details.
check,1,14,He completed the check and verified the form was ready for review.
check,1,15,A periodic check is required to inspect the details on every active form.
check,1,16,She ran a quick check to verify the form details matched the records.
check,1,17,The review check confirmed the form was accurate and complete.
check,1,18,He flagged the form for a check after noticing incorrect details.
check,1,19,A spot check of the form verified that all details had been entered.
check,1,20,She performed the check and signed off on the form after her review.
check,1,21,The check was standard procedure: inspect the form and verify details.
check,1,22,He was asked to check the form and review the details one more time.
check,1,23,A final check ensured the form details were correct before filing.
check,1,24,She verified the form during the check and approved all the details.
chest,0,0,He went to the clinic with chest pain and difficulty breathing.
chest,0,1,The doctor examined his chest and listened to his lungs.
chest,0,2,She felt a sharp pain in her chest and had trouble breathing.
chest,0,3,The clinic ran tests on his chest after the doctor heard abnormal lung sounds.
chest,0,4,"Chest pain can indicate lung issues, so the doctor ordered a scan."
chest,0,5,He struggled with breathing and visited the clinic for a chest examination.
chest,0,6,The doctor pressed on his chest to check for pain near the lungs.
chest,0,7,She went to the clinic because the chest pain affected her breathing.
chest,0,8,The doctor told him the chest pain was related to his lungs.
chest,0,9,He experienced chest tightness and shallow breathing at the clinic.
chest,0,10,The clinic's doctor diagnosed the chest pain as a respiratory issue.
chest,0,11,She described the chest pain and breathing difficulty to the doctor.
chest,0,12,The doctor ordered an X-ray of his chest to examine the lungs.
chest,0,13,He visited the clinic when the chest pain and breathing problems persisted.
chest,0,14,The doctor confirmed that the chest pain was not related to the lungs.
chest,0,15,She was treated at the clinic for chest pain that worsened with deep breathing.
chest,0,16,The doctor monitored his chest while he practiced controlled breathing.
chest,0,17,The clinic recommended follow-up after his chest and lung examination.
chest,0,18,Chest pain and labored breathing brought him to the doctor immediately.
chest,0,19,She told the doctor the chest pain started suddenly and affected her breathing.
chest,0,20,The doctor at the clinic listened carefully to her chest and lungs.
chest,0,21,He left the clinic with medication for the chest pain and breathing issues.
chest,0,22,The doctor explained that chest pain with breathing trouble needed urgent care.
chest,0,23,She returned to the clinic when the chest discomfort and lung pain returned.
chest,0,24,"The doctor at the clinic reassured him that the chest pain was muscular, not lung-related."
chest,1,0,She opened the chest in the closet and found old photographs inside.
chest,1,1,The chest had a heavy lid and a lock that hadn't been opened in years.
chest,1,2,"He stored the items in the chest, placing them in the top drawer."
chest,1,3,The chest in the closet had a broken lock and a loose lid.
chest,1,4,She lifted the lid of the chest and rummaged through the box inside.
chest,1,5,The old chest had a drawer at the bottom and a lock on the front.
chest,1,6,He found the chest tucked in the closet with its lid closed tight.
chest,1,7,"The lock on the chest was rusted, and the lid was stuck."
chest,1,8,She organized the closet and placed the box inside the chest drawer.
chest,1,9,"The chest's lid creaked open, revealing a drawer full of keepsakes."
chest,1,10,He carried the chest out of the closet and checked the lock.
chest,1,11,"The wooden chest had a carved lid, a hidden drawer, and a brass lock."
chest,1,12,She stored the box in the chest and slid the drawer shut.
chest,1,13,The chest in the hallway closet served as both storage and a seat.
chest,1,14,He opened the lid of the chest and found the drawer empty.
chest,1,15,The lock on the antique chest matched the one on the closet door.
chest,1,16,She lifted the chest lid and tucked the box into the drawer.
chest,1,17,The closet chest had a combination lock and a hinged lid.
chest,1,18,He replaced the lock on the chest and organized the drawer inside.
chest,1,19,"The chest's drawer was jammed, and the lid wouldn't close properly."
chest,1,20,She discovered a chest in the back of the closet with a working lock.
chest,1,21,"The chest had a false bottom beneath the drawer, hidden under the lid."
chest,1,22,"He put the valuables in the chest, locked it, and stored it in the closet."
chest,1,23,The lid of the chest was propped open while she emptied the drawer.
chest,1,24,The lock on the chest kept everything secure inside the closet.
club,0,0,The club held a meeting for all its members last Thursday.
club,0,1,She signed up as a new member and attended the club event.
club,0,2,The club's leader organized the next event through the newsletter.
club,0,3,Every member of the club received the newsletter before the meeting.
club,0,4,The club hosted a charity event that attracted new members.
club,0,5,The leader of the club opened the meeting with a brief update.
club,0,6,The newsletter announced the club's upcoming event schedule.
club,0,7,New members were welcomed to the club at the monthly meeting.
club,0,8,The club leader sent a newsletter inviting members to the next event.
club,0,9,The meeting was the club's most well-attended event of the year.
club,0,10,She became the club leader after the members voted at the last meeting.
club,0,11,The newsletter highlighted the club's most successful event this season.
club,0,12,Club members gathered for a meeting to plan the annual event.
club,0,13,"The leader addressed the club at the event, thanking the members."
club,0,14,The meeting agenda was published in the club newsletter for members.
club,0,15,New members joined the club after reading about the event in the newsletter.
club,0,16,The club's holiday event brought together members from every chapter.
club,0,17,The leader of the club proposed changes during the general meeting.
club,0,18,The newsletter was the main way the club communicated with its members.
club,0,19,Every club event was planned by the members at the monthly meeting.
club,0,20,She read about the club in the newsletter and became a member.
club,0,21,The meeting room was packed with club members before the big event.
club,0,22,The leader reminded the club members about the event via the newsletter.
club,0,23,The club's annual event requires every member to attend a planning meeting.
club,0,24,The newsletter reported that the club had gained fifty new members since the last event.
club,1,0,He gripped the handle of the club and took a powerful swing.
club,1,1,The club was used as a weapon during ancient combat training.
club,1,2,"She practiced her swing with the club, aiming at the training target."
club,1,3,The handle of the club was wrapped in leather for a better grip.
club,1,4,The club struck the target with a loud crack after a hard swing.
club,1,5,"During training, he learned to swing the club at a moving target."
club,1,6,The weapon was a heavy wooden club with a reinforced handle.
club,1,7,She adjusted her grip on the handle before each club swing.
club,1,8,The training exercise involved swinging the club at a padded target.
club,1,9,The handle of the club splintered after too many swings during training.
club,1,10,The club was a simple but effective weapon for close-range combat.
club,1,11,His swing with the club missed the target during practice.
club,1,12,The training instructor demonstrated the proper swing with a weighted club.
club,1,13,"She swung the club hard, and it hit the target squarely."
club,1,14,The club's handle was carved from a single piece of hardwood.
club,1,15,He practiced his swing by hitting the target with the club repeatedly.
club,1,16,The weapon was a short club with a thick handle designed for training.
club,1,17,The swing of the club generated enough force to shatter the target.
club,1,18,She held the club by the handle and began her training routine.
club,1,19,The target was dented from repeated club swings during practice.
club,1,20,He crafted the club as a training weapon with a sturdy handle.
club,1,21,The club's handle was ergonomically designed for a better swing.
club,1,22,Training with the club improved his accuracy against the target.
club,1,23,"She swung the club in an arc, its handle spinning in her grip."
club,1,24,The target absorbed the impact of each club swing during training.
court,0,0,The court was silent as the judge delivered the verdict.
court,0,1,Her lawyer filed an appeal after the court reached its verdict.
court,0,2,The trial lasted three weeks before the court delivered a verdict.
court,0,3,The judge ordered the court to recess before the verdict was announced.
court,0,4,A lawyer presented closing arguments to the court before the trial ended.
court,0,5,The court's verdict was appealed by the defendant's lawyer.
court,0,6,"The court found the defendant guilty, and the lawyer prepared an appeal."
court,0,7,The trial proceeded in court under the watchful eye of the judge.
court,0,8,A verdict of not guilty was reached by the court after the trial.
court,0,9,The lawyer asked the judge for more time to prepare for the court trial.
court,0,10,"The appeal was denied, and the court upheld the original verdict."
court,0,11,The judge reminded the jury of their duty before the court verdict.
court,0,12,The court scheduled the trial after the lawyer submitted all documents.
court,0,13,A landmark verdict came from the court following a lengthy trial.
court,0,14,The lawyer argued the case in court before the judge and jury.
court,0,15,The court's verdict was announced after the trial concluded.
court,0,16,The judge allowed the appeal to be heard by a higher court.
court,0,17,The trial in court was the most publicized case the judge had seen.
court,0,18,A verdict was delayed as the court waited for the lawyer's appeal.
court,0,19,The judge addressed the court before beginning the trial proceedings.
court,0,20,The lawyer advised against an appeal after the court's clear verdict.
court,0,21,The court trial revealed evidence that influenced the verdict.
court,0,22,"The judge signed the verdict, and the court adjourned the trial."
court,0,23,An appeal was filed in court by the lawyer after the trial verdict.
court,0,24,The judge ordered order in the court immediately.
court,1,0,She stepped onto the court and practiced her serve before the match.
court,1,1,The tennis court was freshly resurfaced for the championship match.
court,1,2,His serve landed just inside the court line during the match.
court,1,3,She dominated the tennis match with powerful serves across the court.
court,1,4,The court was packed with fans watching the tennis match unfold.
court,1,5,He practiced his serve on the court before the match started.
court,1,6,The tennis court was busy all afternoon with back-to-back matches.
court,1,7,Her serve won the match point on the far side of the court.
court,1,8,The court surface affected the speed of the serve during the match.
court,1,9,She ran to the other end of the court to return the serve in the match.
court,1,10,The tennis match ended after a strong serve that crossed the court.
court,1,11,He booked the court for an hour to practice his serve before the match.
court,1,12,"The match was played on a clay court, which slowed the serve."
court,1,13,"She aced the serve on match point, winning the tennis set on the court."
court,1,14,The court was slippery after the rain delayed the tennis match.
court,1,15,His serve was too fast for the opponent on the other side of the court.
court,1,16,The tennis match went to a tiebreak with both players serving well on the court.
court,1,17,She walked onto the court confidently before the biggest match of her career.
court,1,18,The serve hit the net and fell short of the court line during the match.
court,1,19,He trained on the court daily to improve his serve for the next match.
court,1,20,The tennis court was reserved for the championship match all weekend.
court,1,21,Her serve was the strongest weapon in the match on the outdoor court.
court,1,22,The court umpire called the serve in during the deciding match point.
court,1,23,He served an ace on the court to win the tennis match outright.
court,1,24,The match on the center court drew the biggest crowd of the tennis season.
crane,0,0,"A crane stood gracefully in the marsh, scanning for fish."
crane,0,1,The crane built its nest among the tall wetland reeds.
crane,0,2,A solitary crane waded through the shallow marsh at dawn.
crane,0,3,The crane spread its wings and took flight over the wetland.
crane,0,4,This species of crane returns to the same nest every year.
crane,0,5,A crane picked its way delicately through the wetland grasses.
crane,0,6,The crane's nest was hidden among the thick wetland vegetation.
crane,0,7,We spotted a crane feeding near its nest in the marsh.
crane,0,8,The crane's migration route spans thousands of miles each year.
crane,0,9,A young crane followed the flock across the vast wetland.
crane,0,10,The marsh echoed with the calls of a crane looking for its flock.
crane,0,11,Conservation efforts have helped this crane species nest successfully in the wetland.
crane,0,12,"A crane took off from the marsh, joining the flock overhead."
crane,0,13,Binoculars revealed a crane standing by its nest in the distant marsh.
crane,0,14,"Every spring, the crane returns from migration to breed in the wetland."
crane,0,15,The crane carefully arranged sticks in its nest at the edge of the marsh.
crane,0,16,Volunteers counted each crane in the flock during the annual wetland survey.
crane,0,17,A beautiful crane flew over the calm lake.
crane,0,18,The tall crane waded slowly into the shallow water.
crane,0,19,We watched the white crane searching for fish.
crane,0,20,A crane built its nest near the river bank.
crane,0,21,"The crane stood perfectly still, waiting for its prey."
crane,0,22,An elegant crane took flight at sunrise.
crane,0,23,The wildlife photographer captured a shot of the crane.
crane,0,24,A crane is a symbol of longevity in many cultures.
crane,1,0,The crane lifted the steel beam high above the construction site.
crane,1,1,A crane operator carefully maneuvered the cable over the building.
crane,1,2,The crane on the site was strong enough to lift forty tons.
crane,1,3,Workers attached the cable to the crane before the next lift.
crane,1,4,The crane swung the beam into position as the operator directed.
crane,1,5,A massive crane dominated the skyline at the construction site.
crane,1,6,The crane operator signaled that the cable was secure for the lift.
crane,1,7,They brought in a taller crane to reach the top of the site.
crane,1,8,The crane lowered the beam gently while the cable unwound.
crane,1,9,Safety inspectors checked the crane and its cable before the lift.
crane,1,10,"The crane at the site broke down, delaying the beam installation."
crane,1,11,An experienced crane operator can position a beam within inches.
crane,1,12,"The cable on the crane snapped, and the operator hit the emergency stop."
crane,1,13,A tower crane was assembled on site to handle the heavy lift.
crane,1,14,The crane hoisted the beam across the site while crews watched below.
crane,1,15,The operator guided the crane through a tricky lift near power lines.
crane,1,16,Each beam was transported by crane to the far end of the site.
crane,1,17,The crane's cable groaned under the weight of the massive lift.
crane,1,18,A new crane arrived on site to replace the one with the faulty cable.
crane,1,19,The crane operator paused the lift when winds picked up at the site.
crane,1,20,Workers secured the beam with bolts after the crane set it down.
crane,1,21,"The crane pivoted slowly, its cable taut from the heavy lift."
crane,1,22,"On a busy construction site, the crane never stops moving beams."
crane,1,23,The operator checked the cable tension before each crane lift.
crane,1,24,That crane on the site can lift a beam weighing over ten tons.
current,0,0,The current in the river was too strong to swim against.
current,0,1,She felt the current of the stream pulling her downstream.
current,0,2,The tide created a powerful current along the river's mouth.
current,0,3,He measured the water current to determine the flow speed.
current,0,4,The current swept debris down the stream after the heavy rain.
current,0,5,A strong current in the river made the water flow dangerously fast.
current,0,6,"The tide changed direction, and the current in the river shifted."
current,0,7,She paddled against the current as the stream's flow intensified.
current,0,8,The current carried the boat swiftly down the river with the tide.
current,0,9,He watched the water current flow over the rocks in the stream.
current,0,10,The river current was gentle near the shore but strong in the center.
current,0,11,"A tidal current pushed water upstream, reversing the river's normal flow."
current,0,12,The stream's current was barely noticeable in the shallow water.
current,0,13,She struggled against the current as the river's flow picked up.
current,0,14,The current near the tide pools was stronger than expected.
current,0,15,He tested the current speed before entering the river to swim.
current,0,16,The flow of the current in the stream changed with the season.
current,0,17,The tide pulled the current out to sea from the river mouth.
current,0,18,She waded through the shallow current where the stream met the river.
current,0,19,The water current was warm despite the fast flow in the river.
current,0,20,He followed the current downstream to where the stream widened.
current,0,21,The river's current was influenced by the incoming tide.
current,0,22,A swift current flowed through the narrow stream into the wider river.
current,0,23,The current pushed the kayak sideways in the river's fast-flowing water.
current,0,24,She noticed the current shift when the tide turned in the river.
current,1,0,The current situation was covered in today's news update.
current,1,1,She checked the current news for an update on the present conditions.
current,1,2,"The current moment demanded immediate attention, according to today's news."
current,1,3,An update on the current state of affairs appeared in the news today.
current,1,4,The current issue is the most pressing topic in the news at the moment.
current,1,5,He wanted to know the current status and checked the news for an update.
current,1,6,The present situation requires a current understanding of today's developments.
current,1,7,"At the moment, the current news update is the most relevant information."
current,1,8,She read the current report in today's news for the latest update.
current,1,9,The current events in the news are shaping the present moment.
current,1,10,He followed the current developments in the news for an update today.
current,1,11,The current conditions were described in detail in today's news update.
current,1,12,"At the present moment, the current news cycle is focused on the update."
current,1,13,She wanted a current update on the news from today before the meeting.
current,1,14,"The current landscape is constantly evolving, as today's news update shows."
current,1,15,He monitored the current news for any update related to the present crisis.
current,1,16,The news today provided a current update on the present situation.
current,1,17,"At this moment, the current information in the news update is reliable."
current,1,18,She referred to the current news to understand the present circumstances.
current,1,19,The current update in today's news covered the most important topics.
current,1,20,He summarized the current state of the news at this present moment.
current,1,21,The current report in today's news offered a detailed update.
current,1,22,She needed a current understanding of the present events covered in the news.
current,1,23,The news offered a current perspective on the issues of the moment.
current,1,24,Today's current update made the present situation much clearer.
draft,0,0,A cold draft came through the window and chilled the hallway.
draft,0,1,The draft from the window carried a cold breeze into the room.
draft,0,2,She felt a draft of cold wind coming from the hallway window.
draft,0,3,The hallway draft was caused by a gap in the window frame.
draft,0,4,A cold draft swept through the hallway when the wind picked up outside.
draft,0,5,He sealed the window to stop the cold draft from entering the hallway.
draft,0,6,The breeze turned into a draft as the cold wind blew through the open window.
draft,0,7,She shivered from the draft in the hallway near the broken window.
draft,0,8,The draft brought cold air from the window into every room in the hallway.
draft,0,9,A constant draft made the hallway near the window uncomfortably cold.
draft,0,10,He noticed the draft when a cold breeze came through the window.
draft,0,11,The draft from the hallway window made the room feel ten degrees colder.
draft,0,12,She blocked the draft by placing a towel under the window in the hallway.
draft,0,13,A cold draft of wind whistled through the crack in the window.
draft,0,14,The hallway was frigid because of the draft from the leaky window.
draft,0,15,He replaced the window seal to eliminate the cold draft in the hallway.
draft,0,16,The breeze became a noticeable draft as it funneled down the hallway.
draft,0,17,A cold draft chilled the hallway every time the wind blew against the window.
draft,0,18,She hung a curtain over the window to reduce the cold draft.
draft,0,19,The draft in the hallway was strongest near the old window frames.
draft,0,20,He felt the draft on his neck as cold wind entered through the window.
draft,0,21,The hallway draft worsened during the winter when the wind was strongest.
draft,0,22,A sudden breeze created a draft that rattled the window in the hallway.
draft,0,23,She complained about the cold draft coming from the window all winter.
draft,0,24,The draft in the hallway was finally fixed by replacing the window.
draft,1,0,She submitted the first draft of the document for review.
draft,1,1,The editor returned the draft with notes on every version.
draft,1,2,He revised the draft based on the review comments and notes.
draft,1,3,The latest draft incorporated all edits from the previous version.
draft,1,4,She compared the draft to the earlier version before the review.
draft,1,5,The review of the draft revealed several issues noted in the margins.
draft,1,6,He saved a new version of the draft after each round of edits.
draft,1,7,The notes on the draft suggested major edits before the final review.
draft,1,8,She printed the draft to review and add handwritten notes.
draft,1,9,"The draft was the third version, reflecting edits from every review."
draft,1,10,He edited the draft and sent the updated version for review.
draft,1,11,The notes from the review guided the edits to the next draft.
draft,1,12,She tracked every edit in the draft to maintain version control.
draft,1,13,The draft review included detailed notes on what to edit next.
draft,1,14,He finalized the draft after the last round of edits and review.
draft,1,15,The version history showed how the draft evolved with each edit.
draft,1,16,She added notes in the margin of the draft during her review.
draft,1,17,The draft needed one more edit before the version was complete.
draft,1,18,He reviewed the draft and left notes for the next round of edits.
draft,1,19,The review committee approved the final draft and version.
draft,1,20,She made edits to the draft based on the reviewer's notes.
draft,1,21,The draft's latest version addressed every issue raised in the review.
draft,1,22,He compiled all review notes into a single edit for the draft.
draft,1,23,The notes on the draft outlined which version would be final.
draft,1,24,She sent the edited draft for a last review before publishing the version.
fair,0,0,The fair had booths and games set up all weekend for the crowd.
fair,0,1,She entered the art contest at the annual festival fair.
fair,0,2,The weekend fair featured a parade through the center of town.
fair,0,3,Families gathered at the fair to enjoy the festival booths and rides.
fair,0,4,The crowd at the fair was the largest in years.
fair,0,5,He volunteered at a booth during the county fair over the weekend.
fair,0,6,The fair's parade wound through the streets past cheering crowds.
fair,0,7,She sold handmade crafts at a booth during the weekend fair.
fair,0,8,The crowd lined up early to enter the annual harvest fair.
fair,0,9,Every booth at the fair was decorated for the weekend festival.
fair,0,10,He took his family to the fair for the parade and festival activities.
fair,0,11,The fair attracted a huge crowd to the booths and attractions.
fair,0,12,A weekend festival fair was organized with booths and entertainment.
fair,0,13,She won a prize at the fair after visiting every booth.
fair,0,14,The crowd cheered during the parade at the opening of the fair.
fair,0,15,He walked past every booth at the fair during the weekend festival.
fair,0,16,"The fair's weekend events included a parade, booths, and live music."
fair,0,17,The crowd was enthusiastic at the fair despite the hot weekend weather.
fair,0,18,She looked forward to the fair's annual parade and festival atmosphere.
fair,0,19,"The booths at the fair offered food, games, and crafts for the crowd."
fair,0,20,The weekend fair brought the entire community together for the festival.
fair,0,21,He enjoyed the fair's parade more than any other weekend event.
fair,0,22,A large crowd gathered at the fair to browse the festival booths.
fair,0,23,The fair was the biggest weekend festival event of the year.
fair,0,24,She took photographs of the parade and crowd at the weekend fair.
fair,1,0,The judge ensured the trial was fair and based on justice and rights.
fair,1,1,A fair decision by the court upheld ethics and legal rights.
fair,1,2,She argued that the ruling was not fair and violated her rights.
fair,1,3,The fair outcome depended on the court's commitment to justice.
fair,1,4,He believed in fair treatment under the law and equal rights.
fair,1,5,The decision was fair because the court considered all the evidence.
fair,1,6,A fair justice system protects the rights of every individual.
fair,1,7,The court aimed for a fair resolution guided by ethics.
fair,1,8,She demanded a fair hearing to defend her rights in court.
fair,1,9,The judge's fair ruling was praised for its commitment to justice.
fair,1,10,A fair trial requires that rights and ethics are respected by the court.
fair,1,11,He argued the decision was not fair and filed an appeal based on his rights.
fair,1,12,The court delivered a fair verdict consistent with justice and ethics.
fair,1,13,She advocated for fair treatment and equal rights in every decision.
fair,1,14,The fair outcome reflected the court's dedication to justice.
fair,1,15,A fair process in the justice system protects individual rights.
fair,1,16,He expected a fair decision from the court based on ethics.
fair,1,17,The ruling was considered fair by legal experts focused on rights.
fair,1,18,"She filed a complaint, arguing the decision was not fair or ethical."
fair,1,19,The court's fair approach balanced justice with individual rights.
fair,1,20,A fair justice system requires ethical decision-making at every level.
fair,1,21,He was satisfied with the fair outcome and the court's defense of rights.
fair,1,22,"The ethics of the decision were debated, but the court deemed it fair."
fair,1,23,"She pursued justice through the court system, demanding fair treatment."
fair,1,24,The fair decision set a precedent for rights and ethics in future cases.
fan,0,0,The fan's motor hummed quietly as the blade spun on the highest setting.
fan,0,1,She adjusted the fan settings to increase the airflow in the room.
fan,0,2,The fan blade wobbled because the motor was off balance.
fan,0,3,The device was a ceiling fan with three blade speeds and adjustable settings.
fan,0,4,Better airflow came from the fan after she cleaned the blade and motor.
fan,0,5,He switched the fan settings to low to reduce the motor noise.
fan,0,6,The fan blade needed replacing because the motor was straining.
fan,0,7,The airflow from the fan improved when she changed the speed settings.
fan,0,8,The fan device had a powerful motor and wide blades for better airflow.
fan,0,9,"She turned the fan settings to high, and the blade whirred louder."
fan,0,10,The motor of the fan was energy-efficient despite the strong airflow.
fan,0,11,He installed a new fan with adjustable blade angles and digital settings.
fan,0,12,The fan's airflow was weak because the motor was wearing out.
fan,0,13,"The blade on the fan caught dust, reducing the motor's airflow efficiency."
fan,0,14,She reset the fan device to its factory settings for optimal airflow.
fan,0,15,The fan's motor made a clicking noise every time the blade rotated.
fan,0,16,Adjusting the fan settings redirected the airflow across the room.
fan,0,17,The fan device came with a remote to control the blade speed and motor.
fan,0,18,He checked the fan motor because the blade had stopped despite the settings.
fan,0,19,The airflow from the fan device was strongest when the motor ran at full speed.
fan,0,20,The blade design of the fan maximized airflow with minimal motor strain.
fan,0,21,She returned the fan because the motor failed after one day.
fan,0,22,The fan settings allowed her to toggle the blade direction for seasonal airflow.
fan,0,23,"The motor in the fan was silent, but the blade still produced strong airflow."
fan,0,24,He purchased a fan with a brushless motor and five blade settings for better airflow.
fan,1,0,The fan cheered loudly as the team took the field.
fan,1,1,Every fan in the crowd showed their support with signs and chants.
fan,1,2,She was a dedicated fan who attended every concert and team game.
fan,1,3,A true fan stays loyal to the team even during a losing season.
fan,1,4,The fan section of the crowd was the loudest during the team's rally.
fan,1,5,He became a fan of the team after attending his first game in the crowd.
fan,1,6,The support from every fan in the crowd gave the team energy.
fan,1,7,She was a fan who followed the band from concert to concert.
fan,1,8,A fan held up a banner in the crowd to support the team.
fan,1,9,The concert was sold out because the band has a huge fan base.
fan,1,10,Every fan in the crowd was on their feet showing support for the team.
fan,1,11,She was a fan of the singer long before the concert tour began.
fan,1,12,The team's biggest fan organized a support rally before the game.
fan,1,13,His support as a fan meant traveling to every concert on the tour.
fan,1,14,The fan base grew after the team's incredible season and concert celebrations.
fan,1,15,The team rewarded their most dedicated fan with front-row seats.
fan,1,16,Fan support in the crowd was overwhelming during the championship game.
fan,1,17,She joined the fan club to show her support for the team.
fan,1,18,A dedicated fan painted his face in the team colors.
fan,1,19,Every true fan knows the history of this club.
fan,1,20,The loudest fan in the stadium cheered non-stop.
fan,1,21,A loyal fan never abandons their favorite team.
fan,1,22,The singer waved at a screaming fan in the front row.
fan,1,23,One lucky fan caught the game-winning baseball.
fan,1,24,The disappointed fan left the arena early.
figure,0,0,The figure in the equation represented the total number of items.
figure,0,1,She calculated the figure by dividing the ratio into the value.
figure,0,2,The graph displayed each figure clearly along the numbered axis.
figure,0,3,He entered the figure into the equation and solved for the ratio.
figure,0,4,The value shown in the figure matched the expected number.
figure,0,5,She referenced the graph to confirm the figure was accurate.
figure,0,6,The equation produced a figure that aligned with the expected value.
figure,0,7,He plotted the ratio on the graph next to each figure.
figure,0,8,The figure was calculated using the number from the equation.
figure,0,9,She analyzed the graph and noted that the figure exceeded the expected value.
figure,0,10,The equation required a specific figure to produce the correct ratio.
figure,0,11,He checked the graph and confirmed the figure matched the number.
figure,0,12,The figure on the graph was derived from the equation's value.
figure,0,13,She presented the figure as part of the ratio analysis.
figure,0,14,The equation's result was a figure consistent with the graphed value.
figure,0,15,He updated the number in the equation to recalculate the figure.
figure,0,16,The graph showed a declining figure in the ratio over time.
figure,0,17,She found an error in the figure when she reviewed the equation.
figure,0,18,The value of the figure was verified against the ratio on the graph.
figure,0,19,He marked the figure on the graph and recorded the number.
figure,0,20,The equation yielded a figure that helped explain the ratio.
figure,0,21,She compared the figure to the value plotted on the graph.
figure,0,22,The number in the equation influenced the figure shown on the graph.
figure,0,23,He used the figure to calculate the final value and ratio.
figure,0,24,The graph's figure was consistent with the equation's predicted number.
figure,1,0,The figure was seen on stage and quickly became a headline celebrity.
figure,1,1,She became a public figure after the interview went viral.
figure,1,2,The celebrity figure attended the event surrounded by adoring fans.
figure,1,3,A headline about the famous figure appeared in every major outlet.
figure,1,4,The figure gave an interview that fans had been waiting for.
figure,1,5,"He was a prominent figure on stage, captivating the audience."
figure,1,6,The celebrity figure's headline appearance drew fans from everywhere.
figure,1,7,She was a figure admired by fans long before her first interview.
figure,1,8,The figure's stage presence made headlines across the country.
figure,1,9,Fans gathered to see the famous figure after the interview aired.
figure,1,10,The celebrity figure gave a headline-making statement on stage.
figure,1,11,He became a key figure after fans rallied behind his interview.
figure,1,12,"The figure walked onto the stage, and the fans erupted."
figure,1,13,She was the most talked-about figure in the headlines all week.
figure,1,14,The interview with the figure was the most-viewed by fans.
figure,1,15,A public figure stepped onto the stage for a headline speech.
figure,1,16,The celebrity figure's fans lined up hours before the event.
figure,1,17,He was a beloved figure whose interviews always made headlines.
figure,1,18,The figure made headlines after appearing on stage at the festival.
figure,1,19,Fans recognized the figure immediately from the recent interview.
figure,1,20,She was a cultural figure whose headline appearances drew massive crowds.
figure,1,21,The figure addressed the fans from the stage during the interview.
figure,1,22,He became the most recognizable figure in the headlines this year.
figure,1,23,The celebrity figure's stage performance was the headline of the night.
figure,1,24,Fans discussed the figure's interview for weeks after it aired.
file,0,0,She saved the file in a folder organized by version number.
file,0,1,The archive contained every file from the past five years.
file,0,2,He opened the file and noticed it was an outdated draft.
file,0,3,The index listed each file along with its current version.
file,0,4,She moved the file to the archive folder after the final draft.
file,0,5,The file was labeled with a version number and stored in the folder.
file,0,6,The draft file was missing from the archive index.
